"PAYS","REGION","NUTS","ANNEE","NB_OBS","warm_moy","leaking_moy","warm_na","leaking_na"
"FR","FR2","NUTS 1",2007,1950,0.9672,0.1195,5e-04,0
"AT","AT3","NUTS 1",2007,2564,0.9817,0.1026,0,0
"HU","HU3","NUTS 1",2007,3962,0.9266,0.1678,0,0
"AT","AT2","NUTS 1",2007,1489,0.9832,0.0887,0,0
"HU","HU2","NUTS 1",2007,2547,0.9399,0.1645,0,0
"CH","CH0","NUTS 1",2007,NA,NA,NA,NA,NA
"RO","RO1","NUTS 1",2007,2057,0.6787,0.1687,0,0
"FR","FR5","NUTS 1",2007,1592,0.9723,0.1106,6e-04,0
"SI","SI0","NUTS 1",2007,NA,NA,NA,NA,NA
"FR","FR7","NUTS 1",2007,1068,0.9737,0.1058,0.0019,0
"RO","RO2","NUTS 1",2007,2290,0.6747,0.1738,0,0
"RO","RO4","NUTS 1",2007,1683,0.6786,0.1895,0,0
"RO","RO3","NUTS 1",2007,2001,0.6727,0.1619,0,0
"IT","ITD","NUTS 1",2007,4990,0.9525,0.2042,0,0
"IT","ITC","NUTS 1",2007,4973,0.9483,0.2069,0,0
"FR","FR6","NUTS 1",2007,1168,0.9751,0.125,0.0026,0
"HR","HR0","NUTS 1",2007,NA,NA,NA,NA,NA
"BG","BG3","NUTS 1",2007,2142,0.3803,0.0822,0.0033,0.0056
"ES","ES1","NUTS 1",2007,1798,0.9633,0.1257,0,0
"FR","FR8","NUTS 1",2007,1261,0.9674,0.1134,0.0016,0
"BG","BG4","NUTS 1",2007,2128,0.4046,0.0765,0.0047,0.0042
"PT","PT1","NUTS 1",2007,NA,NA,NA,NA,NA
"GR","GR2","NUTS 1",2007,NA,NA,NA,NA,NA
"IT","ITG","NUTS 1",2007,1669,0.9353,0.2121,0,0
"TR","TRC","NUTS 1",2007,NA,NA,NA,NA,NA
"TR","TR6","NUTS 1",2007,NA,NA,NA,NA,NA
"GR","GR3","NUTS 1",2007,NA,NA,NA,NA,NA
"MT","MT0","NUTS 1",2007,NA,NA,NA,NA,NA
"CY","CY0","NUTS 1",2007,3505,0.8516,0.1606,0,0
"GR","GR4","NUTS 1",2007,NA,NA,NA,NA,NA
"ES","ES6","NUTS 1",2007,2302,0.9618,0.1281,0,0
"PT","PT3","NUTS 1",2007,NA,NA,NA,NA,NA
"ES","ES7","NUTS 1",2007,609,0.9655,0.1067,0,0
"FR","FR9","NUTS 1",2007,NA,NA,NA,NA,NA
"TR","TRA","NUTS 1",2007,NA,NA,NA,NA,NA
"GR","GR1","NUTS 1",2007,NA,NA,NA,NA,NA
"ES","ES4","NUTS 1",2007,1975,0.9615,0.1251,0,5e-04
"ES","ES5","NUTS 1",2007,2801,0.965,0.1103,0,0
"IT","ITF","NUTS 1",2007,4400,0.9323,0.208,0,0
"TR","TR7","NUTS 1",2007,NA,NA,NA,NA,NA
"PT","PT2","NUTS 1",2007,NA,NA,NA,NA,NA
"TR","TRB","NUTS 1",2007,NA,NA,NA,NA,NA
"TR","TR5","NUTS 1",2007,NA,NA,NA,NA,NA
"TR","TR3","NUTS 1",2007,NA,NA,NA,NA,NA
"ME","ME0","NUTS 1",2007,NA,NA,NA,NA,NA
"NO","NO0","NUTS 1",2007,NA,NA,NA,NA,NA
"SE","SE33","NUTS 2",2007,NA,NA,NA,NA,NA
"IS","IS00","NUTS 2",2007,NA,NA,NA,NA,NA
"HR","HR02","NUTS 2",2007,NA,NA,NA,NA,NA
"NO","NO07","NUTS 2",2007,NA,NA,NA,NA,NA
"FI","FI1A","NUTS 2",2007,1239,0.9919,0.0486,0.0048,0.0032
"SE","SE32","NUTS 2",2007,NA,NA,NA,NA,NA
"NO","NO06","NUTS 2",2007,NA,NA,NA,NA,NA
"FI","FI13","NUTS 2",2007,1567,0.9929,0.0403,0.0051,0.0013
"NO","NO02","NUTS 2",2007,NA,NA,NA,NA,NA
"FI","FI19","NUTS 2",2007,2942,0.9942,0.0395,0.0051,0.0014
"SE","SE31","NUTS 2",2007,NA,NA,NA,NA,NA
"FI","FI20","NUTS 2",2007,59,1,0.0169,0.0169,0
"FI","FI18","NUTS 2",2007,4817,0.995,0.0421,0.006,0.0033
"NO","NO01","NUTS 2",2007,NA,NA,NA,NA,NA
"NO","NO05","NUTS 2",2007,NA,NA,NA,NA,NA
"NO","NO03","NUTS 2",2007,NA,NA,NA,NA,NA
"SE","SE11","NUTS 2",2007,NA,NA,NA,NA,NA
"NO","NO04","NUTS 2",2007,NA,NA,NA,NA,NA
"SE","SE12","NUTS 2",2007,NA,NA,NA,NA,NA
"EE","EE00","NUTS 2",2007,5146,0.9819,0.1858,0,0
"UK","UKM5","NUTS 2",2007,NA,NA,NA,NA,NA
"SE","SE23","NUTS 2",2007,NA,NA,NA,NA,NA
"SE","SE21","NUTS 2",2007,NA,NA,NA,NA,NA
"DK","DK05","NUTS 2",2007,595,0.9327,0.0504,0.0017,0
"LV","LV00","NUTS 2",2007,NA,NA,NA,NA,NA
"DK","DK04","NUTS 2",2007,1374,0.9314,0.0626,0.0029,7e-04
"SE","SE22","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKM2","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKM3","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKM6","NUTS 2",2007,NA,NA,NA,NA,NA
"DK","DK01","NUTS 2",2007,1683,0.9314,0.0577,0.0036,0.0018
"DE","DE80","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKF3","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL34","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKD3","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL42","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKE3","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKD5","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKD2","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL61","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL11","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE50","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL12","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKF1","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE93","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL13","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE94","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL31","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL41","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE92","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL22","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL33","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKH2","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEA4","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL12","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE42","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL11","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKL1","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE91","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEA3","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKJ1","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKI1","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL41","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKH3","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKL2","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKK1","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKI2","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKJ4","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL31","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL34","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEE0","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DED3","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEA1","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE21","NUTS 2",2007,947,0.9092,0.1067,0,0
"PL","PL52","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEA5","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL33","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DED2","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL42","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE24","NUTS 2",2007,611,0.9133,0.1097,0,0
"PL","PL51","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE22","NUTS 2",2007,461,0.9132,0.1041,0,0
"FR","FR30","NUTS 2",2007,732,0.9685,0.112,0.0014,0
"NL","NL23","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKG2","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE30","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKF2","NUTS 2",2007,NA,NA,NA,NA,NA
"IE","IE02","NUTS 2",2007,11,1,0.8182,0,0
"UK","UKH1","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKG3","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL21","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE41","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKG1","NUTS 2",2007,NA,NA,NA,NA,NA
"NL","NL32","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL43","NUTS 2",2007,NA,NA,NA,NA,NA
"DK","DK03","NUTS 2",2007,1282,0.95,0.0531,0.0016,8e-04
"DK","DK02","NUTS 2",2007,849,0.9325,0.059,0.0059,0.0012
"UK","UKC2","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKD1","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKN0","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKC1","NUTS 2",2007,NA,NA,NA,NA,NA
"LT","LT00","NUTS 2",2007,4975,0.8665,0.1335,0,0
"PL","PL62","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL63","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKE2","NUTS 2",2007,NA,NA,NA,NA,NA
"IE","IE01","NUTS 2",2007,10,1,0.8,0,0
"UK","UKE4","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEF0","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKD4","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE60","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKE1","NUTS 2",2007,NA,NA,NA,NA,NA
"CH","CH01","NUTS 2",2007,NA,NA,NA,NA,NA
"RO","RO12","NUTS 2",2007,1050,0.681,0.179,0,0
"FR","FR53","NUTS 2",2007,338,0.9852,0.1124,0,0
"IT","ITC2","NUTS 2",2007,381,0.9501,0.231,0,0
"HR","HR01","NUTS 2",2007,NA,NA,NA,NA,NA
"SI","SI01","NUTS 2",2007,NA,NA,NA,NA,NA
"SI","SI02","NUTS 2",2007,NA,NA,NA,NA,NA
"IT","ITD4","NUTS 2",2007,891,0.9585,0.2054,0,0
"FR","FR63","NUTS 2",2007,155,0.974,0.1419,0.0065,0
"RO","RO42","NUTS 2",2007,804,0.694,0.1567,0,0
"FR","FR72","NUTS 2",2007,226,0.96,0.1018,0.0044,0
"IT","ITC4","NUTS 2",2007,2214,0.9584,0.2091,0,0
"UK","UKK3","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE10","NUTS 2",2007,856,0.9018,0.111,0.0012,0
"BE","BE25","NUTS 2",2007,680,0.9013,0.1103,0.0015,0
"BE","BE23","NUTS 2",2007,761,0.9172,0.1064,0,0
"UK","UKJ2","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE73","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKK2","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEA2","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKJ3","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE31","NUTS 2",2007,180,0.9611,0.1111,0,0
"CZ","CZ02","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE72","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DED1","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEG0","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE33","NUTS 2",2007,580,0.9017,0.1207,0,0
"BE","BE32","NUTS 2",2007,851,0.906,0.1222,0,0
"CZ","CZ04","NUTS 2",2007,NA,NA,NA,NA,NA
"UK","UKK4","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE35","NUTS 2",2007,235,0.9277,0.0979,0,0
"CZ","CZ08","NUTS 2",2007,NA,NA,NA,NA,NA
"CZ","CZ05","NUTS 2",2007,NA,NA,NA,NA,NA
"LU","LU00","NUTS 2",2007,3885,0.9987,0.1116,3e-04,0.001
"CZ","CZ01","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL22","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEB1","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE24","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEB2","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL32","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE26","NUTS 2",2007,NA,NA,NA,NA,NA
"PL","PL21","NUTS 2",2007,NA,NA,NA,NA,NA
"BE","BE34","NUTS 2",2007,186,0.9086,0.0753,0,0
"FR","FR22","NUTS 2",2007,371,0.9677,0.1159,0,0
"DE","DE71","NUTS 2",2007,NA,NA,NA,NA,NA
"CZ","CZ03","NUTS 2",2007,NA,NA,NA,NA,NA
"CZ","CZ06","NUTS 2",2007,NA,NA,NA,NA,NA
"CZ","CZ07","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR23","NUTS 2",2007,260,0.9615,0.1038,0,0
"DE","DEC0","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DEB3","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE25","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE23","NUTS 2",2007,NA,NA,NA,NA,NA
"SK","SK04","NUTS 2",2007,1360,0.9029,0.011,0,0
"FR","FR25","NUTS 2",2007,273,0.9634,0.1026,0,0
"SK","SK03","NUTS 2",2007,1290,0.9007,0.0124,8e-04,0
"FR","FR10","NUTS 2",2007,1727,0.978,0.095,6e-04,0
"DE","DE11","NUTS 2",2007,NA,NA,NA,NA,NA
"SK","SK02","NUTS 2",2007,1767,0.9044,0.0113,0,0
"FR","FR21","NUTS 2",2007,265,0.9547,0.1472,0,0
"SK","SK01","NUTS 2",2007,529,0.9168,0.0151,0,0
"DE","DE12","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE22","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR41","NUTS 2",2007,448,0.9754,0.1138,0,0
"AT","AT13","NUTS 2",2007,1219,0.986,0.1034,8e-04,0
"FR","FR42","NUTS 2",2007,289,0.9689,0.1003,0,0
"FR","FR52","NUTS 2",2007,555,0.9603,0.1117,0.0018,0
"HU","HU31","NUTS 2",2007,1207,0.9147,0.179,0,0
"AT","AT31","NUTS 2",2007,1233,0.9789,0.1022,0,0
"AT","AT12","NUTS 2",2007,1287,0.9876,0.0847,0,0
"DE","DE13","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE14","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE21","NUTS 2",2007,NA,NA,NA,NA,NA
"CH","CH04","NUTS 2",2007,NA,NA,NA,NA,NA
"DE","DE27","NUTS 2",2007,NA,NA,NA,NA,NA
"HU","HU32","NUTS 2",2007,1398,0.9249,0.171,0,0
"HU","HU10","NUTS 2",2007,2228,0.9363,0.1755,0,0
"CH","CH03","NUTS 2",2007,NA,NA,NA,NA,NA
"AT","AT34","NUTS 2",2007,307,0.9805,0.0847,0,0
"HU","HU21","NUTS 2",2007,883,0.9343,0.1733,0,0
"AT","AT11","NUTS 2",2007,247,0.9717,0.0607,0,0
"RO","RO11","NUTS 2",2007,1007,0.6763,0.1579,0,0
"FR","FR43","NUTS 2",2007,263,0.9772,0.1141,0,0
"AT","AT32","NUTS 2",2007,440,0.9886,0.125,0,0
"FR","FR24","NUTS 2",2007,467,0.9786,0.1092,0,0
"LI","LI00","NUTS 2",2007,NA,NA,NA,NA,NA
"AT","AT22","NUTS 2",2007,1014,0.9822,0.0828,0,0
"FR","FR26","NUTS 2",2007,314,0.9681,0.1433,0.0032,0
"AT","AT33","NUTS 2",2007,584,0.9829,0.0959,0,0
"IT","ITD1","NUTS 2",2007,464,0.9634,0.2349,0,0
"CH","CH05","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR51","NUTS 2",2007,699,0.9757,0.1087,0,0
"HU","HU22","NUTS 2",2007,862,0.9455,0.1682,0,0
"CH","CH02","NUTS 2",2007,NA,NA,NA,NA,NA
"CH","CH06","NUTS 2",2007,NA,NA,NA,NA,NA
"RO","RO21","NUTS 2",2007,1278,0.6761,0.1792,0,0
"HU","HU33","NUTS 2",2007,1357,0.9388,0.1548,0,0
"AT","AT21","NUTS 2",2007,475,0.9853,0.1011,0,0
"CH","CH07","NUTS 2",2007,NA,NA,NA,NA,NA
"IT","ITD2","NUTS 2",2007,394,0.9442,0.1878,0,0
"HU","HU23","NUTS 2",2007,802,0.9401,0.1509,0,0
"IT","ITE2","NUTS 2",2007,970,0.9433,0.1959,0,0
"FR","FR81","NUTS 2",2007,426,0.9647,0.115,0.0023,0
"BG","BG34","NUTS 2",2007,420,0.3484,0.0647,0.0024,0.0071
"ES","ES23","NUTS 2",2007,378,0.9656,0.1085,0,0
"ES","ES11","NUTS 2",2007,871,0.9564,0.124,0,0
"IT","ITF1","NUTS 2",2007,508,0.9429,0.2047,0,0
"FR","FR83","NUTS 2",2007,29,0.931,0.069,0,0
"BG","BG41","NUTS 2",2007,995,0.4083,0.0637,0.003,0.006
"BG","BG42","NUTS 2",2007,1133,0.4014,0.0876,0.0062,0.0026
"IT","ITF2","NUTS 2",2007,431,0.9304,0.2019,0,0
"IT","ITE4","NUTS 2",2007,1451,0.9497,0.2033,0,0
"MK","MK00","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR21","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR81","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR42","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR51","NUTS 2",2007,NA,NA,NA,NA,NA
"IT","ITF4","NUTS 2",2007,1049,0.9295,0.1983,0,0
"TR","TR22","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR13","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR12","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR41","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TRA1","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TRA2","NUTS 2",2007,NA,NA,NA,NA,NA
"PT","PT16","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR14","NUTS 2",2007,NA,NA,NA,NA,NA
"IT","ITG2","NUTS 2",2007,592,0.9392,0.2095,0,0
"ES","ES43","NUTS 2",2007,533,0.9625,0.1538,0,0
"ES","ES42","NUTS 2",2007,582,0.9588,0.1289,0,0
"GR","GR21","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR31","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR72","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TRB1","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES53","NUTS 2",2007,464,0.9698,0.1099,0,0
"TR","TR33","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES52","NUTS 2",2007,967,0.9628,0.1293,0,0
"PT","PT17","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES62","NUTS 2",2007,545,0.967,0.1101,0,0
"IT","ITF6","NUTS 2",2007,602,0.9419,0.1877,0,0
"GR","GR24","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR71","NUTS 2",2007,NA,NA,NA,NA,NA
"PT","PT18","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR23","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TRC2","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR22","NUTS 2",2007,NA,NA,NA,NA,NA
"PT","PT20","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TRB2","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES51","NUTS 2",2007,1370,0.965,0.0971,0,0
"ES","ES24","NUTS 2",2007,547,0.9726,0.1261,0,0
"TR","TR10","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES30","NUTS 2",2007,847,0.9693,0.1133,0,0
"ES","ES41","NUTS 2",2007,860,0.9628,0.1048,0,0.0012
"TR","TR82","NUTS 2",2007,NA,NA,NA,NA,NA
"PT","PT11","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR83","NUTS 2",2007,NA,NA,NA,NA,NA
"IT","ITF3","NUTS 2",2007,1317,0.9324,0.2232,0,0
"IT","ITF5","NUTS 2",2007,493,0.9168,0.2211,0,0
"TR","TR90","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR11","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR71","NUTS 2",2007,842,0.9774,0.1069,0.0012,0
"IT","ITD3","NUTS 2",2007,1630,0.9491,0.2141,0,0
"IT","ITC1","NUTS 2",2007,1416,0.9357,0.2062,0,0
"RO","RO22","NUTS 2",2007,1012,0.6729,0.167,0,0
"RO","RO41","NUTS 2",2007,879,0.6644,0.2196,0,0
"RO","RO32","NUTS 2",2007,737,0.7001,0.1493,0,0
"RO","RO31","NUTS 2",2007,1264,0.6566,0.1693,0,0
"IT","ITD5","NUTS 2",2007,1611,0.9516,0.1887,0,0
"IT","ITC3","NUTS 2",2007,962,0.9428,0.1933,0,0
"FR","FR82","NUTS 2",2007,806,0.9702,0.1141,0.0012,0
"ES","ES12","NUTS 2",2007,599,0.9683,0.1369,0,0
"FR","FR61","NUTS 2",2007,559,0.9696,0.1342,0,0
"BG","BG33","NUTS 2",2007,726,0.3909,0.0831,0.0028,0.0055
"ES","ES13","NUTS 2",2007,328,0.9726,0.1098,0,0
"BG","BG31","NUTS 2",2007,318,0.3754,0.0694,0.0031,0.0031
"ES","ES22","NUTS 2",2007,423,0.9811,0.0946,0,0
"IT","ITE3","NUTS 2",2007,1040,0.9587,0.1788,0,0
"FR","FR62","NUTS 2",2007,454,0.9823,0.1079,0.0044,0
"ES","ES21","NUTS 2",2007,649,0.963,0.1109,0,0
"IT","ITE1","NUTS 2",2007,1489,0.9664,0.2028,0,0
"BG","BG32","NUTS 2",2007,678,0.3911,0.0979,0.0044,0.0059
"HR","HR03","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR41","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TRC3","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR52","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR32","NUTS 2",2007,NA,NA,NA,NA,NA
"PT","PT15","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR62","NUTS 2",2007,NA,NA,NA,NA,NA
"TR","TR61","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR25","NUTS 2",2007,NA,NA,NA,NA,NA
"IT","ITG1","NUTS 2",2007,1077,0.9331,0.2136,0,0
"TR","TRC1","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES61","NUTS 2",2007,1492,0.9584,0.1361,0,0
"TR","TR63","NUTS 2",2007,NA,NA,NA,NA,NA
"GR","GR30","NUTS 2",2007,NA,NA,NA,NA,NA
"MT","MT00","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES63","NUTS 2",2007,141,0.9645,0.1206,0,0
"GR","GR42","NUTS 2",2007,NA,NA,NA,NA,NA
"CY","CY00","NUTS 2",2007,3505,0.8516,0.1606,0,0
"GR","GR43","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES64","NUTS 2",2007,124,0.9758,0.121,0,0
"PT","PT30","NUTS 2",2007,NA,NA,NA,NA,NA
"ES","ES70","NUTS 2",2007,609,0.9655,0.1067,0,0
"FR","FR91","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR92","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR93","NUTS 2",2007,NA,NA,NA,NA,NA
"FR","FR94","NUTS 2",2007,NA,NA,NA,NA,NA
"ME","ME00","NUTS 2",2007,NA,NA,NA,NA,NA
"IS","IS","NUTS 0",2008,NA,NA,NA,NA,NA
"FI","FI","NUTS 0",2008,10472,0.9893,0.0289,1e-04,0.002
"NO","NO","NUTS 0",2008,NA,NA,NA,NA,NA
"UK","UK","NUTS 0",2008,NA,NA,NA,NA,NA
"LU","LU","NUTS 0",2008,3779,0.9857,0.1051,3e-04,0
"PL","PL","NUTS 0",2008,NA,NA,NA,NA,NA
"BE","BE","NUTS 0",2008,6300,0.9395,0.1716,0,0
"EE","EE","NUTS 0",2008,4744,0.9928,0.1054,0,0
"LV","LV","NUTS 0",2008,5196,0.8374,0.1574,0,0
"LT","LT","NUTS 0",2008,4823,0.8976,0.1671,0,0
"SE","SE","NUTS 0",2008,NA,NA,NA,NA,NA
"DK","DK","NUTS 0",2008,5778,0.982,0.0485,0,0.032
"IE","IE","NUTS 0",2008,NA,NA,NA,NA,NA
"NL","NL","NUTS 0",2008,NA,NA,NA,NA,NA
"HU","HU","NUTS 0",2008,8818,0.9188,0.3087,2e-04,0
"CH","CH","NUTS 0",2008,NA,NA,NA,NA,NA
"SI","SI","NUTS 0",2008,NA,NA,NA,NA,NA
"RO","RO","NUTS 0",2008,7805,0.7958,0.2591,0,0
"HR","HR","NUTS 0",2008,NA,NA,NA,NA,NA
"TR","TR","NUTS 0",2008,NA,NA,NA,NA,NA
"MT","MT","NUTS 0",2008,NA,NA,NA,NA,NA
"CY","CY","NUTS 0",2008,3355,0.8385,0.1276,0,0
"PT","PT","NUTS 0",2008,NA,NA,NA,NA,NA
"GR","GR","NUTS 0",2008,6504,0.9613,0.1252,0,0
"ES","ES","NUTS 0",2008,13014,0.985,0.0836,0,0
"BG","BG","NUTS 0",2008,4344,0.5289,0.3126,2e-04,0
"MK","MK","NUTS 0",2008,NA,NA,NA,NA,NA
"IT","IT","NUTS 0",2008,20928,0.9481,0.1597,0,0
"CZ","CZ","NUTS 0",2008,NA,NA,NA,NA,NA
"SK","SK","NUTS 0",2008,5450,0.9269,0.285,4e-04,0
"DE","DE","NUTS 0",2008,NA,NA,NA,NA,NA
"LI","LI","NUTS 0",2008,NA,NA,NA,NA,NA
"AT","AT","NUTS 0",2008,5707,0.9919,0.1179,0,0
"FR","FR","NUTS 0",2008,10418,0.9648,0.097,3e-04,0
"ME","ME","NUTS 0",2008,NA,NA,NA,NA,NA
"IS","IS0","NUTS 1",2008,NA,NA,NA,NA,NA
"SE","SE3","NUTS 1",2008,NA,NA,NA,NA,NA
"FI","FI2","NUTS 1",2008,67,1,0.0299,0,0
"FI","FI1","NUTS 1",2008,10405,0.9892,0.0289,1e-04,0.002
"SE","SE1","NUTS 1",2008,NA,NA,NA,NA,NA
"EE","EE0","NUTS 1",2008,4744,0.9928,0.1054,0,0
"LV","LV0","NUTS 1",2008,5196,0.8374,0.1574,0,0
"SE","SE2","NUTS 1",2008,NA,NA,NA,NA,NA
"UK","UKM","NUTS 1",2008,NA,NA,NA,NA,NA
